Id,Age,Genre,Education,Pays,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
133,35-44,Female,À quitté l'école à 18 ans,Republique d'Ireland,Blanc,-0.24649,-0.57545,-0.58331,-0.15487,0.25953,14.64% ,4.62% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
134,35-44,Male,Matrise,UK,Blanc,-0.05188,0.16767,0.29338,-0.15487,0.12331,11.46% ,13.21% ,5,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,5,0,0,
135,25-34,Female,Matrise,UK,Mixed-Blanc/Asiatique ,3.27393,29,-0.31776,0.59042,-0.65253,14.64% ,13.21% ,6,1,0,0,6,1,6,2,0,0,0,0,0,0,0,0,2,0,1,
136,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,21,1.58487,-0.58331,1.81866,1.63088,11.46% ,11.19% ,1,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
137,45-54,Female,Université,UK,Blanc,-0.14882,-0.30033,34,1.81866,1.63088,7.85% ,11.62% ,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,
138,45-54,Female,Université,UK,Blanc,25,1.58487,0.29338,0.76096,0.41594,1.06% ,7.00% ,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,
139,55-64,Male,Université,UK,Blanc,-0.46725,-0.80615,0.14143,0.28783,0.93949,14.64% ,7.00% ,6,0,0,4,6,1,6,0,0,0,0,0,0,0,2,0,6,0,0,
140,45-54,Male,À quitté l'école à 16 ans,UK,Blanc,-0.05188,0.32197,-0.58331,0.94156,-0.27607,18.83% ,11.83% ,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,0,
141,25-34,Female,Université,UK,Asiatique ,1.98437,0.32197,1.43533,0.94156,-0.27607,16.29% ,11.83% ,5,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
142,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,28,0.63779,-1.11902,1.28610,0.58489,14.64% ,3.77% ,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,
143,35-44,Male,À quitté l'école à 17 ans,UK,Blanc,-0.46725,-0.30033,37,0.28783,-0.14277,11.46% ,13.21% ,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0,
144,35-44,Male,Certificat ou diplome professionel,UK,Noir,21,1.28610,-0.58331,1.28610,2.04506,16.29% ,11.19% ,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
145,45-54,Male,Certificat ou diplome professionel,Canada,Blanc,0.13606,-1.09207,-0.45174,-1.21213,-0.00665,18.83% ,11.19% ,6,0,0,0,6,3,5,0,0,0,0,0,0,1,0,1,1,0,1,
146,45-54,Female,Université,UK,Blanc,-0.46725,0.16767,-1.11902,2.23427,0.75830,7.85% ,13.21% ,4,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,1,0,0,
147,55-64,Male,Certificat ou diplome professionel,UK,Blanc,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,13.63% ,7.00% ,6,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,
148,35-44,Male,Matrise,UK,Noir,-0.58016,0.47617,-0.71727,0.13136,0.93949,18.83% ,11.19% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
149,35-44,Female,Certificat ou diplome professionel,UK,Blanc,-0.05188,-1.09207,28,-0.91699,0.25953,14.64% ,4.62% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
150,45-54,Female,Université,UK,Blanc,28,1.93886,-0.71727,2.03972,1.63088,18.83% ,7.00% ,4,0,0,0,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,
151,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.24649,1.28610,0.14143,0.59042,1.13407,13.63% ,11.62% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
152,35-44,Female,Université,UK,Blanc,0.52135,28,33,0.43852,-0.89891,16.29% ,8.97% ,5,0,0,0,6,2,6,0,0,2,0,0,0,0,0,0,2,0,0,
153,25-34,Female,Université,UK,Blanc,-0.46725,29,-0.71727,-0.60633,-0.65253,1.06% ,4.62% ,5,0,1,2,6,2,4,1,0,1,0,0,2,0,0,1,5,0,0,
154,25-34,Male,Université,UK,Blanc,-0.67825,0.96248,34,0.76096,0.75830,18.83% ,11.19% ,6,0,1,0,4,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
155,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,2.82196,30,0.72330,-0.45321,0.58489,18.83% ,11.19% ,5,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
156,35-44,Female,Université,UK,Noir,0.62967,30,37,0.28783,-0.27607,16.29% ,8.97% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
157,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,1.23461,0.00332,-0.31776,1.11406,0.12331,13.63% ,11.19% ,5,2,1,1,6,2,6,2,0,0,0,0,0,0,0,0,5,0,0,
158,25-34,Male,À quitté l'école à 16 ans,UK,Blanc,26,1.11406,33,-0.45321,0.75830,18.83% ,11.19% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
159,35-44,Female,Université,Australie,Blanc,-0.24649,0.16767,-0.31776,-0.30172,0.41594,10.34% ,11.14% ,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
160,45-54,Female,Collège ou université aucun certificat ou diplome,UK,Noir,-0.46725,-0.57545,-0.58331,0.13136,0.25953,18.83% ,7.00% ,4,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
161,45-54,Male,Matrise,Autre,Blanc,1.02119,0.80523,0.44585,-0.15487,0.25953,18.83% ,13.21% ,5,1,1,1,6,6,6,1,0,2,0,0,0,1,0,1,3,0,0,
162,35-44,Male,Université,UK,Noir,-0.67825,0.32197,-0.84732,1.81866,-0.40581,16.29% ,7.00% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0,
163,25-34,Female,Université,Nouvelle Zelande,Blanc,0.22393,0.00332,-0.17779,1.61108,0.93949,14.64% ,11.83% ,3,0,0,0,5,2,6,0,0,2,0,0,2,0,0,0,1,0,0,
164,25-34,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,1.83990,0.00332,-0.31776,0.94156,0.12331,18.83% ,8.97% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
165,25-34,Female,Doctorat,UK,Blanc,0.13606,0.32197,35,1.45039,1.13407,14.64% ,11.19% ,3,1,0,0,3,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
166,45-54,Male,Matrise,UK,Blanc,-0.24649,-0.30033,-0.31776,-0.45321,1.63088,14.64% ,8.97% ,6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,1,0,0,0,
167,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,1.49158,-1.23177,0.72330,27,27,10.34% ,11.62% ,5,0,0,0,5,4,5,3,3,0,0,0,2,0,0,3,6,0,3,
168,25-34,Female,Certificat ou diplome professionel,UK,Noir,0.04257,0.00332,-0.97631,-0.45321,0.93949,11.46% ,11.19% ,2,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
169,25-34,Female,Université,UK,Blanc,0.22393,1.28610,37,-0.30172,-1.13788,11.46% ,13.21% ,5,0,0,0,6,0,6,2,0,0,0,0,0,0,0,0,1,0,0,
170,18-24,Female,À quitté l'école à 18 ans,UK,Blanc,-0.34799,0.00332,36,0.59042,-0.14277,16.29% ,13.21% ,5,0,3,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,0,
171,45-54,Male,À quitté l'école à 16 ans,UK,Blanc,1.37297,-0.30033,-0.31776,0.13136,-0.14277,10.34% ,13.21% ,2,1,1,3,6,2,5,2,0,0,0,0,0,0,3,0,1,0,0,
172,35-44,Male,Matrise,UK,Blanc,-0.34799,0.96248,2.15324,0.76096,-0.78155,7.85% ,5.46% ,6,0,1,0,6,1,6,0,0,0,0,0,0,0,0,1,1,0,0,
173,45-54,Female,Certificat ou diplome professionel,UK,Blanc,0.52135,-0.57545,-0.45174,-0.45321,0.75830,13.63% ,7.00% ,5,0,0,0,6,2,6,0,0,0,0,0,0,1,0,1,5,0,0,
174,35-44,Female,Université,UK,Blanc,1.02119,0.63779,1.24033,0.13136,0.25953,11.46% ,13.21% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
175,35-44,Female,Certificat ou diplome professionel,UK,Blanc,1.02119,-0.57545,30,0.76096,30,10.34% ,11.62% ,6,0,0,2,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,
176,55-64,Female,Université,UK,Blanc,0.62967,0.00332,0.44585,1.28610,0.12331,13.63% ,11.62% ,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,3,0,0,
177,35-44,Female,Université,UK,Autre ,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,14.64% ,7.00% ,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
178,35-44,Female,Université,UK,Blanc,1.49158,0.00332,37,-0.91699,1.13407,16.29% ,11.19% ,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
179,45-54,Female,Université,UK,Blanc,0.82562,-0.94779,-0.45174,0.76096,-0.14277,13.63% ,11.83% ,5,1,0,0,6,1,6,0,0,0,0,0,0,0,0,1,6,0,0,
180,35-44,Female,Certificat ou diplome professionel,UK,Blanc,0.41667,-0.15487,-0.97631,1.11406,-0.65253,14.64% ,7.00% ,5,1,0,0,6,2,4,1,0,1,0,0,0,1,0,1,6,0,0,
181,45-54,Female,Certificat ou diplome professionel,UK,Blanc,0.31287,0.63779,35,0.28783,0.93949,13.63% ,11.62% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,
182,25-34,Male,Doctorat,UK,Blanc,24,-0.43999,-0.31776,0.59042,0.93949,16.29% ,7.00% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
183,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,0.31287,0.80523,-0.31776,1.28610,0.75830,14.64% ,7.00% ,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
184,18-24,Female,Université,UK,Blanc,1.98437,-0.43999,0.29338,-0.76096,0.93949,16.29% ,13.21% ,6,3,0,0,6,0,5,6,0,3,0,3,3,0,0,0,6,0,6,
185,55-64,Male,À quitté l'école à 18 ans,UK,Blanc,0.04257,-0.80615,-0.97631,0.59042,0.25953,14.64% ,7.00% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,
186,35-44,Female,Université,Canada,Blanc,0.31287,0.63779,-0.01928,0.76096,-0.14277,18.83% ,11.19% ,5,0,0,0,6,3,5,1,0,0,0,0,0,1,0,1,0,0,0,
187,35-44,Female,Matrise,UK,Blanc,-0.67825,1.45421,0.14143,0.28783,1.81175,14.64% ,4.62% ,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,1,0,0,
188,55-64,Female,À quitté l'école à 16 ans,UK,Blanc,28,-0.80615,32,1.11406,0.58489,14.64% ,4.62% ,4,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,1,0,0,
189,45-54,Female,À quitté l'école à 16 ans,UK,Blanc,0.41667,30,31,0.59042,-0.27607,14.64% ,3.77% ,4,0,0,2,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
190,18-24,Female,Matrise,UK,Blanc,-0.34799,0.00332,-0.45174,0.13136,0.75830,16.29% ,8.97% ,5,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,3,0,0,
191,55-64,Female,Certificat ou diplome professionel,UK,Blanc,23,0.00332,-0.84732,0.59042,-0.27607,16.29% ,4.62% ,5,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
192,18-24,Male,Université,UK,Mixed-Blanc/Asiatique ,-0.34799,1.28610,-1.11902,0.59042,-0.52745,11.46% ,11.62% ,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,
193,25-34,Female,Certificat ou diplome professionel,Canada,Blanc,28,-0.30033,-0.17779,0.28783,-0.52745,10.34% ,11.62% ,5,1,0,1,6,5,4,1,1,1,0,0,0,1,0,1,6,0,0,
194,45-54,Female,Université,UK,Blanc,0.31287,-1.09207,-0.45174,0.13136,0.12331,14.64% ,11.62% ,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,1,0,0,0,
195,25-34,Female,Université,Canada,Mixed-Blanc/Asiatique ,27,1.28610,-0.01928,-0.01729,0.41594,16.29% ,7.00% ,3,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,
196,55-64,Female,Université,UK,Blanc,0.62967,0.32197,0.72330,-0.30172,0.93949,11.46% ,11.62% ,5,1,0,1,6,2,4,0,0,0,0,0,0,0,0,0,4,0,0,
197,18-24,Male,Université,UK,Noir,-0.58016,0.32197,-0.58331,1.28610,-0.89891,13.63% ,7.00% ,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
198,55-64,Female,Université,UK,Blanc,-0.34799,0.47617,-0.71727,-0.91699,-0.52745,16.29% ,8.97% ,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
199,25-34,Female,Certificat ou diplome professionel,UK,Blanc,-0.05188,0.47617,0.58331,0.76096,-0.00665,5.52% ,11.14% ,6,5,5,2,5,6,6,5,0,3,2,3,3,3,0,3,6,0,1,
200,45-54,Female,Certificat ou diplome professionel,UK,Blanc,-0.46725,2.32338,0.72330,1.81866,1.30612,11.46% ,11.62% ,4,4,1,1,6,4,5,3,0,6,0,2,2,4,0,3,6,0,0,
201,18-24,Female,Université,UK,Blanc,-0.58016,0.16767,-0.84732,1.11406,1.46191,11.46% ,11.14% ,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
202,35-44,Male,Matrise,UK,Autre ,-0.14882,-0.94779,-0.58331,-1.34289,1.30612,16.29% ,8.97% ,5,3,3,2,6,2,6,4,2,4,0,2,2,2,0,2,4,0,0,
203,35-44,Female,Université,UK,Blanc,-0.67825,1.28610,-0.45174,0.94156,1.13407,13.63% ,8.97% ,6,0,0,3,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0,
204,65+,Male,À quitté l'école avant 16 ans,UK,Blanc,22,-1.09207,29,-0.91699,-0.65253,14.64% ,3.77% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,
205,25-34,Female,Université,UK,Blanc,-0.14882,0.96248,1.24033,-0.01729,0.25953,18.83% ,13.21% ,5,2,2,2,6,2,5,2,0,2,0,2,0,2,0,2,4,0,2,
206,35-44,Female,À quitté l'école à 16 ans,UK,Blanc,-0.14882,1.11406,0.29338,-0.91699,-1.01450,5.52% ,13.21% ,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
207,18-24,Female,Université,UK,Blanc,-0.05188,1.28610,0.58331,0.13136,0.41594,10.34% ,11.62% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
208,35-44,Female,Certificat ou diplome professionel,UK,Blanc,-0.67825,0.47617,-0.58331,0.59042,-0.14277,18.83% ,13.21% ,5,1,4,1,6,6,3,2,0,1,0,1,3,1,0,1,6,0,1,
209,35-44,Female,Université,UK,Blanc,0.13606,0.00332,-0.17779,-0.30172,-0.00665,11.46% ,11.14% ,4,1,1,0,6,6,5,4,0,3,0,3,3,2,0,3,6,0,0,
210,25-34,Male,Matrise,UK,Asiatique ,23,0.47617,1.06238,-0.45321,1.13407,14.64% ,8.97% ,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
211,25-34,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,0.73545,0.16767,36,-0.01729,-1.25773,5.52% ,11.19% ,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
212,45-54,Female,À quitté l'école à 16 ans,UK,Blanc,-0.67825,-0.57545,-1.11902,1.11406,0.93949,14.64% ,3.77% ,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
213,25-34,Female,Certificat ou diplome professionel,UK,Blanc,0.13606,0.63779,-0.84732,1.81866,0.58489,18.83% ,7.00% ,6,1,1,0,6,1,5,0,0,1,0,0,0,1,0,1,6,0,0,
214,45-54,Female,Certificat ou diplome professionel,Republique d'Ireland,Blanc,0.52135,-0.15487,37,0.94156,0.12331,14.64% ,4.62% ,5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
215,25-34,Female,Certificat ou diplome professionel,UK,Blanc,-0.14882,1.11406,0.44585,1.28610,1.30612,13.63% ,11.14% ,5,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,2,0,0,
216,25-34,Female,Université,Canada,Blanc,1.60383,-0.30033,-0.71727,1.11406,-0.40581,13.63% ,11.62% ,5,2,0,0,6,4,4,3,0,3,0,0,0,0,0,2,3,0,0,
217,25-34,Female,Certificat ou diplome professionel,UK,Blanc,0.22393,1.11406,0.29338,1.45039,-0.00665,10.34% ,11.19% ,5,1,1,0,6,1,5,2,0,1,0,3,0,0,0,0,3,0,0,
218,35-44,Male,Certificat ou diplome professionel,UK,Blanc,1.23461,0.80523,0.44585,1.45039,29,5.52% ,11.19% ,2,1,1,1,6,1,6,1,1,1,1,1,0,1,1,0,6,0,1,
219,25-34,Female,Matrise,Autre,Blanc,0.31287,1.11406,-0.84732,-1.07533,0.75830,18.83% ,11.19% ,4,0,0,0,6,3,6,0,0,0,0,0,0,0,0,2,3,0,0,
220,35-44,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.34799,-0.57545,0.14143,1.11406,0.25953,14.64% ,8.97% ,6,1,1,1,4,1,5,2,0,1,0,0,0,0,0,0,6,0,0,
221,18-24,Female,Université,UK,Blanc,0.82562,-0.30033,0.29338,-0.01729,0.12331,13.63% ,11.62% ,5,0,2,0,6,3,5,0,0,2,0,0,3,0,0,0,3,0,0,
222,25-34,Female,Université,UK,Blanc,-0.14882,0.47617,-0.45174,-0.76096,0.93949,11.46% ,11.19% ,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,
223,35-44,Female,Université,UK,Blanc,-0.24649,0.63779,0.72330,1.11406,0.25953,7.85% ,11.14% ,6,2,0,0,5,2,5,2,0,2,0,0,0,0,0,1,2,0,0,
224,55-64,Male,Université,UK,Blanc,25,1.11406,-0.31776,1.11406,0.93949,18.83% ,11.62% ,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
225,45-54,Female,Université,UK,Blanc,-0.46725,1.45421,0.29338,0.43852,0.75830,18.83% ,11.83% ,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
226,35-44,Female,Université,UK,Blanc,24,0.63779,0.88309,-0.45321,0.25953,14.64% ,4.62% ,6,1,0,0,6,0,5,3,0,2,0,0,0,0,0,0,6,0,0,
227,45-54,Female,Université,UK,Blanc,-0.46725,0.47617,-0.71727,1.45039,1.46191,18.83% ,8.97% ,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,
228,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,0.22393,0.96248,-0.97631,-0.60633,0.58489,7.85% ,13.21% ,5,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,4,0,0,
229,45-54,Male,Matrise,UK,Blanc,-0.67825,0.32197,-0.01928,-0.76096,-0.14277,13.63% ,11.62% ,6,1,1,1,6,2,6,1,0,1,0,1,0,0,0,1,2,0,0,
230,45-54,Female,Université,UK,Blanc,26,1.45421,0.14143,0.94156,1.63088,14.64% ,3.77% ,6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,
231,35-44,Female,Certificat ou diplome professionel,UK,Blanc,1.02119,23,33,0.59042,0.41594,14.64% ,4.62% ,5,0,0,2,5,1,6,0,0,0,0,0,0,0,0,0,3,0,0,
232,65+,Female,Matrise,UK,Blanc,0.13606,-1.09207,-0.45174,-0.45321,0.25953,18.83% ,4.62% ,6,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,
233,25-34,Female,Université,UK,Blanc,0.04257,1.28610,-0.01928,0.13136,0.75830,11.46% ,11.19% ,5,1,0,0,6,0,6,0,0,1,0,0,0,1,0,0,0,0,0,
234,45-54,Male,Université,UK,Blanc,-0.67825,0.80523,36,0.94156,0.25953,11.46% ,13.21% ,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
235,25-34,Female,Université,UK,Blanc,0.41667,0.96248,-0.01928,-0.91699,1.63088,13.63% ,13.21% ,4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,
236,25-34,Female,Certificat ou diplome professionel,UK,Blanc,0.04257,0.96248,37,2.23427,2.04506,14.64% ,3.77% ,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
237,25-34,Female,Matrise,UK,Blanc,1.49158,0.32197,-0.17779,0.43852,0.41594,13.63% ,11.83% ,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
238,25-34,Female,À quitté l'école à 16 ans,UK,Blanc,0.91093,-0.15487,30,0.28783,1.30612,14.64% ,3.77% ,5,1,1,0,6,3,6,0,0,0,0,0,0,0,0,0,6,0,0,
239,18-24,Female,À quitté l'école à 18 ans,UK,Blanc,0.52135,-0.15487,-0.71727,-0.60633,0.25953,18.83% ,11.83% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
240,45-54,Female,Certificat ou diplome professionel,UK,Blanc,20,0.63779,0.72330,1.61108,0.25953,14.64% ,8.97% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
241,35-44,Female,Matrise,UK,Blanc,0.62967,-1.23177,-0.01928,1.61108,2.63199,14.64% ,8.97% ,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,1,0,0,
242,25-34,Female,À quitté l'école à 18 ans,Autre,Blanc,2.12700,-1.23177,-0.84732,0.76096,-1.01450,13.63% ,7.00% ,5,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,2,0,1,
243,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,1.49158,29,24,0.76096,-0.89891,14.64% ,4.62% ,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,3,
244,25-34,Female,Université,UK,Blanc,-0.58016,1.11406,0.72330,0.94156,0.93949,14.64% ,11.83% ,5,3,1,2,6,3,4,3,2,2,0,0,3,0,0,0,5,0,1,
245,35-44,Male,Université,UK,Blanc,1.98437,29,-0.17779,1.11406,20,16.29% ,11.19% ,5,0,0,3,6,1,6,0,0,1,0,0,0,0,0,0,0,0,0,
246,25-34,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.24649,-0.94779,34,33,31,1.06% ,4.62% ,5,1,0,0,6,1,6,0,0,0,0,0,0,0,0,0,6,0,0,
247,25-34,Female,Certificat ou diplome professionel,UK,Blanc,1.37297,-0.69509,37,0.43852,-0.65253,18.83% ,8.97% ,5,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,
248,45-54,Male,Matrise,UK,Blanc,27,-0.30033,-1.11902,0.59042,1.63088,18.83% ,11.19% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
249,45-54,Female,Doctorat,UK,Blanc,16,0.16767,-0.31776,2.03972,1.81175,16.29% ,7.00% ,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
250,45-54,Female,Certificat ou diplome professionel,UK,Blanc,1.13281,0.32197,-0.17779,0.94156,1.13407,16.29% ,11.83% ,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,
251,45-54,Male,Université,UK,Blanc,-0.46725,0.16767,-0.31776,-0.45321,1.46191,13.63% ,8.97% ,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
252,35-44,Female,Université,UK,Blanc,0.62967,-0.94779,-0.71727,-0.15487,0.75830,14.64% ,4.62% ,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
253,18-24,Female,Matrise,UK,Blanc,23,0.96248,-0.58331,2.23427,2.04506,16.29% ,11.83% ,5,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,2,0,0,
254,45-54,Female,Doctorat,UK,Blanc,28,0.16767,0.29338,-0.01729,0.93949,14.64% ,3.77% ,6,0,0,0,6,2,5,2,0,0,0,0,0,0,0,0,2,0,0,
255,25-34,Male,Certificat ou diplome professionel,UK,Blanc,1.37297,-0.69509,-0.71727,-0.91699,-0.27607,14.64% ,8.97% ,4,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,3,0,0,
256,35-44,Female,Matrise,UK,Blanc,25,1.74091,1.06238,1.28610,0.75830,13.63% ,13.21% ,5,1,0,0,5,2,6,0,0,0,0,0,0,0,0,0,2,0,0,
257,18-24,Female,Collège ou université aucun certificat ou diplome,UK,Blanc,-0.46725,0.63779,-0.31776,0.76096,0.93949,16.29% ,11.83% ,4,2,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,
258,35-44,Male,Doctorat,UK,Blanc,0.04257,0.00332,0.88309,25,-0.27607,16.29% ,11.62% ,4,1,1,1,6,1,6,2,0,2,0,0,2,1,0,1,4,0,1,
259,65+,Male,Doctorat,UK,Blanc,0.52135,-0.15487,-0.45174,33,1.81175,16.29% ,4.62% ,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,65+,Male,Certificat ou diplome professionel,UK,Blanc,26,-0.30033,0.29338,0.43852,0.75830,18.83% ,11.19% ,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,
261,45-54,Female,Certificat ou diplome professionel,UK,Blanc,-0.46725,0.96248,2.15324,-0.91699,-0.00665,5.52% ,11.14% ,5,0,0,0,6,2,5,0,0,0,0,0,0,1,0,0,0,0,0,
262,55-64,Male,Université,UK,Blanc,-0.67825,-0.43999,0.72330,-0.01729,-0.14277,5.52% ,11.62% ,2,0,1,2,0,1,6,0,0,0,0,0,0,1,0,1,6,0,0,
263,45-54,Male,Matrise,UK,Asiatique ,27,0.80523,-0.31776,0.94156,0.25953,14.64% ,4.62% ,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
264,55-64,Female,À quitté l'école avant 16 ans,UK,Blanc,26,0.00332,-0.01928,1.61108,1.13407,16.29% ,4.62% ,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,
265,18-24,Female,Université,UK,Blanc,-0.46725,0.16767,-0.01928,0.59042,0.58489,14.64% ,7.00% ,5,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,
266,35-44,Female,Université,UK,Noir,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,16.29% ,3.77% ,2,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
267,55-64,Male,Université,UK,Blanc,25,-0.15487,-0.17779,0.28783,0.75830,18.83% ,11.62% ,6,1,0,0,6,3,6,0,0,0,0,0,0,1,0,0,1,0,0,
